ref_area,ref_area.label,source,source.label,indicator,indicator.label,sex,sex.label,classif1,classif1.label,classif2,classif2.label,time,obs_value,obs_status,obs_status.label,note_classif,note_classif.label,note_indicator,note_indicator.label,note_source,note_source.label
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_T,Sex: Total,GEO_COV_URB,Area type: Urban,ECO_SECTOR_IND,Economic activity (Broad sector): Industry,2019,741.816,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_T,Sex: Total,GEO_COV_URB,Area type: Urban,ECO_SECTOR_SER,Economic activity (Broad sector): Services,2019,6159.106,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_NAT,Area type: National,ECO_SECTOR_TOTAL,Economic activity (Broad sector): Total,2019,11749.003,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_NAT,Area type: National,ECO_SECTOR_AGR,Economic activity (Broad sector): Agriculture,2019,5821.71,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_NAT,Area type: National,ECO_SECTOR_IND,Economic activity (Broad sector): Industry,2019,1249.12,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_NAT,Area type: National,ECO_SECTOR_SER,Economic activity (Broad sector): Services,2019,4678.172,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_RUR,Area type: Rural,ECO_SECTOR_TOTAL,Economic activity (Broad sector): Total,2019,6785.487,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_RUR,Area type: Rural,ECO_SECTOR_AGR,Economic activity (Broad sector): Agriculture,2019,4216.784,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_RUR,Area type: Rural,ECO_SECTOR_IND,Economic activity (Broad sector): Industry,2019,623.988,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_RUR,Area type: Rural,ECO_SECTOR_SER,Economic activity (Broad sector): Services,2019,1944.715,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_URB,Area type: Urban,ECO_SECTOR_TOTAL,Economic activity (Broad sector): Total,2019,4963.516,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_URB,Area type: Urban,ECO_SECTOR_AGR,Economic activity (Broad sector): Agriculture,2019,1604.926,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_URB,Area type: Urban,ECO_SECTOR_IND,Economic activity (Broad sector): Industry,2019,625.132,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_URB,Area type: Urban,ECO_SECTOR_SER,Economic activity (Broad sector): Services,2019,2733.457,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_NAT,Area type: National,ECO_SECTOR_TOTAL,Economic activity (Broad sector): Total,2019,11367.124,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_NAT,Area type: National,ECO_SECTOR_AGR,Economic activity (Broad sector): Agriculture,2019,6744.858,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_NAT,Area type: National,ECO_SECTOR_IND,Economic activity (Broad sector): Industry,2019,184.218,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_NAT,Area type: National,ECO_SECTOR_SER,Economic activity (Broad sector): Services,2019,4438.048,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_RUR,Area type: Rural,ECO_SECTOR_TOTAL,Economic activity (Broad sector): Total,2019,7287.715,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_RUR,Area type: Rural,ECO_SECTOR_AGR,Economic activity (Broad sector): Agriculture,2019,6207.782,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_RUR,Area type: Rural,ECO_SECTOR_IND,Economic activity (Broad sector): Industry,2019,67.534,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_RUR,Area type: Rural,ECO_SECTOR_SER,Economic activity (Broad sector): Services,2019,1012.399,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_URB,Area type: Urban,ECO_SECTOR_TOTAL,Economic activity (Broad sector): Total,2019,4079.409,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_URB,Area type: Urban,ECO_SECTOR_AGR,Economic activity (Broad sector): Agriculture,2019,537.076,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_URB,Area type: Urban,ECO_SECTOR_IND,Economic activity (Broad sector): Industry,2019,116.684,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_URB,Area type: Urban,ECO_SECTOR_SER,Economic activity (Broad sector): Services,2019,3425.649,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_T,Sex: Total,GEO_COV_NAT,Area type: National,ECO_SECTOR_TOTAL,Economic activity (Broad sector): Total,2018,22448.908,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_T,Sex: Total,GEO_COV_NAT,Area type: National,ECO_SECTOR_AGR,Economic activity (Broad sector): Agriculture,2018,12365.027,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_T,Sex: Total,GEO_COV_NAT,Area type: National,ECO_SECTOR_IND,Economic activity (Broad sector): Industry,2018,1390.301,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_T,Sex: Total,GEO_COV_NAT,Area type: National,ECO_SECTOR_SER,Economic activity (Broad sector): Services,2018,8693.58,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_T,Sex: Total,GEO_COV_RUR,Area type: Rural,ECO_SECTOR_TOTAL,Economic activity (Broad sector): Total,2018,13745.893,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_T,Sex: Total,GEO_COV_RUR,Area type: Rural,ECO_SECTOR_AGR,Economic activity (Broad sector): Agriculture,2018,10299.934,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_T,Sex: Total,GEO_COV_RUR,Area type: Rural,ECO_SECTOR_IND,Economic activity (Broad sector): Industry,2018,672.509,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_T,Sex: Total,GEO_COV_RUR,Area type: Rural,ECO_SECTOR_SER,Economic activity (Broad sector): Services,2018,2773.45,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_T,Sex: Total,GEO_COV_URB,Area type: Urban,ECO_SECTOR_TOTAL,Economic activity (Broad sector): Total,2018,8703.016,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_T,Sex: Total,GEO_COV_URB,Area type: Urban,ECO_SECTOR_AGR,Economic activity (Broad sector): Agriculture,2018,2065.093,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_T,Sex: Total,GEO_COV_URB,Area type: Urban,ECO_SECTOR_IND,Economic activity (Broad sector): Industry,2018,717.792,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_T,Sex: Total,GEO_COV_URB,Area type: Urban,ECO_SECTOR_SER,Economic activity (Broad sector): Services,2018,5920.13,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_NAT,Area type: National,ECO_SECTOR_TOTAL,Economic activity (Broad sector): Total,2018,11461.631,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_NAT,Area type: National,ECO_SECTOR_AGR,Economic activity (Broad sector): Agriculture,2018,5746.518,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_NAT,Area type: National,ECO_SECTOR_IND,Economic activity (Broad sector): Industry,2018,1212.141,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_NAT,Area type: National,ECO_SECTOR_SER,Economic activity (Broad sector): Services,2018,4502.971,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_RUR,Area type: Rural,ECO_SECTOR_TOTAL,Economic activity (Broad sector): Total,2018,6657.129,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_RUR,Area type: Rural,ECO_SECTOR_AGR,Economic activity (Broad sector): Agriculture,2018,4161.136,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_RUR,Area type: Rural,ECO_SECTOR_IND,Economic activity (Broad sector): Industry,2018,609.277,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_RUR,Area type: Rural,ECO_SECTOR_SER,Economic activity (Broad sector): Services,2018,1886.716,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_URB,Area type: Urban,ECO_SECTOR_TOTAL,Economic activity (Broad sector): Total,2018,4804.501,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_URB,Area type: Urban,ECO_SECTOR_AGR,Economic activity (Broad sector): Agriculture,2018,1585.382,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_URB,Area type: Urban,ECO_SECTOR_IND,Economic activity (Broad sector): Industry,2018,602.864,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_M,Sex: Male,GEO_COV_URB,Area type: Urban,ECO_SECTOR_SER,Economic activity (Broad sector): Services,2018,2616.254,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_NAT,Area type: National,ECO_SECTOR_TOTAL,Economic activity (Broad sector): Total,2018,10987.277,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_NAT,Area type: National,ECO_SECTOR_AGR,Economic activity (Broad sector): Agriculture,2018,6618.509,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_NAT,Area type: National,ECO_SECTOR_IND,Economic activity (Broad sector): Industry,2018,178.159,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_NAT,Area type: National,ECO_SECTOR_SER,Economic activity (Broad sector): Services,2018,4190.61,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_RUR,Area type: Rural,ECO_SECTOR_TOTAL,Economic activity (Broad sector): Total,2018,7088.764,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_RUR,Area type: Rural,ECO_SECTOR_AGR,Economic activity (Broad sector): Agriculture,2018,6138.798,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_RUR,Area type: Rural,ECO_SECTOR_IND,Economic activity (Broad sector): Industry,2018,63.231,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_RUR,Area type: Rural,ECO_SECTOR_SER,Economic activity (Broad sector): Services,2018,886.734,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_URB,Area type: Urban,ECO_SECTOR_TOTAL,Economic activity (Broad sector): Total,2018,3898.514,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_URB,Area type: Urban,ECO_SECTOR_AGR,Economic activity (Broad sector): Agriculture,2018,479.711,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_URB,Area type: Urban,ECO_SECTOR_IND,Economic activity (Broad sector): Industry,2018,114.928,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_F,Sex: Female,GEO_COV_URB,Area type: Urban,ECO_SECTOR_SER,Economic activity (Broad sector): Services,2018,3303.876,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_T,Sex: Total,GEO_COV_NAT,Area type: National,ECO_SECTOR_TOTAL,Economic activity (Broad sector): Total,2017,21797.008,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_T,Sex: Total,GEO_COV_NAT,Area type: National,ECO_SECTOR_AGR,Economic activity (Broad sector): Agriculture,2017,12175.494,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_T,Sex: Total,GEO_COV_NAT,Area type: National,ECO_SECTOR_IND,Economic activity (Broad sector): Industry,2017,1342.585,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_T,Sex: Total,GEO_COV_NAT,Area type: National,ECO_SECTOR_SER,Economic activity (Broad sector): Services,2017,8278.929,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_T,Sex: Total,GEO_COV_RUR,Area type: Rural,ECO_SECTOR_TOTAL,Economic activity (Broad sector): Total,2017,13425.89,,,,,,,,
KEN,Kenya,XA:1909,ILO - Modelled Estimates,EMP_2EMP_SEX_GEO_ECO_NB,"Employment by sex, rural / urban areas and economic activity -- ILO modelled estimates, Nov. 2020 (thousands)",SEX_T,Sex: Total,GEO_COV_RUR,Area type: Rural,ECO_SECTOR_AGR,Economic activity (Broad sector): Agriculture,2017,10182.828,,,,,,,,
